name,id,new_id,x,y,address,owner_name,notes,category
الحافظ,362,10765242,48.01259525,29.34220263,حولي-قطعة 2-قسيمة 16915-الدور الأرضي-محل 22+23+24,ياسمين علي مراد بهبهاني,,
الكندي,363,12133281,48.03034807,29.32188217,الجابرية-قطعة 0ب3-قسيمة 000039-شارع 111-الدور الأرضي-المحل الوحيد,عبدالله مهنا سالم غانم,,
فارمالاين,364,20582458,48.08787729,29.34279583,السالمية-قطعة 82-شارع حمد المبارك-محل رقم 1,مريم عيسى على الناصر,,
الميدان,365,17024025,48.04376746,29.33240371,حولي-قطعة 53-شارع الفضالة-قسيمة 7أ,محمد صالح عبداللطيف بو حمره,,
القاهرة,366,16837657,48.01062933,29.3457864,حولي-قطعة 2-قسيمة 20101-الدور الأرضي-المحل الوحيد,حبيب محمد تقي بهبهاني,,
تبارك,367,17838125,47.67123758,29.34049534,الجهراء -قطعة 93-قسيمة 23-محل37+38-مجمع الحرمين التجار,ليلى على محمد شمساه,,
العالمية,368,13810491,48.13694426,29.07999773,الفحيحيل -قطعة 11-قسيمة007913-شارع عبدالله العجيل-الدور الأرضي,ورثة/علي حسين العيسى,,
دار الفلاح,369,14185894,47.67050239,29.34154326,الجهراء-قطعة 92-قسيمة 34-الدور الأرضي-المحل الوحيد,خديجة حمود فريج حمدان,,
ميدكس,370,21470335,48.13147769,29.08203061,الفحيحيل-قطعة 8-قسيمة 4322-شارع 43-المحل الوحيدي+سندرة,بدريه عبدالرحمن محمد العجيري,,
تشافى هيلث,371,19256452,48.03419764,29.33335416,حولي-قطعة 6-قسيمة 0049ا2-شارع المثنى-الدور الأرضي-المحل الوحيد,يوسف محمد حبيب الكندري,,
القوت(تم الغائها هيلث اند بيوتي القديمة),372,12155739,48.02860893,29.31708976,الجابرية-قطعة 06-شارع 7-قسيمة 216-ارضي الوحيد,حمود حمد محمد الخالدي,,
هيلث ابوتيك,373,19353113,48.09381027,29.33618017,السالمية-قطعة 3-شارع الرابع-قسيمة 9911-الطابق الأرضي-محل رقم 1,بدر ناصر مهنا العنزي,,
وصفة,374,94420312,47.91494858,29.30221947,الرقعي-قطعة 2-شارع الشيخ زايد بن سلطان-قسيمة 1496-الطابق الأرضي,فاطمة إبراهيم حاجي إبراهيم ,,
ياسين,375,17788017,47.97301856,29.37283803,القبلة-قطعة 7-قسيمة 26-الطابق الأرضي-محل رقم 5,محمد جاسم احمد عبدالحسين,,
مستشفى الضمان,376,95047134,48.10934981,29.07890725,جنوب الصباحية-قطعة 01-قسيمة 21-مبنى مستشفى الضمان,شركة مستشفى الضمان الصحي,,
الحويل,377,19446985,47.96696786,29.3671046,القبلة-قطعة 15-شارع فهد السالم-مبنى 26-محل رقم 2-(ميزانين +سرداب)+سندرة,أمل عبدالرحمن علي الحويل,,
بلسم,378,20227608,48.05519499,29.33690308,السالمية-قطعة09-قسيمة 000544-شارع بغداد -الدور الأرضي-الوحدة01+02,عمار فاضل عباس العباد,,
المدينة العباسية,379,19878745,47.93076098,29.25836481,جليب الشيوخ-قطعة4-شارع 13-مبنى 4-الدور الأرضي,مها سعود فهيد الروقي,,
خزامي,380,18580963,48.04760751,29.339604,السالمية-قطعة 11-شارع 2-قسيمة 1113000-الدور الأرضي,مريم على محمد العربيد,,
صيدلية بداية (سابقا واي جي ام),381,20537972,48.08774468,29.33392709,السالمية -قطعة 6-قسيمة 13902-شارع العوازم,فاطمة محمود عثمان العثمان,,
الضامر,382,21045523,48.37237559,28.66728641,صباح الأحمد البحرية-قطعة 1-قسيمة 709-محل رقم 7,هبه عبدالله سعد الضامر,,
السلام الدولي,383,92281013,48.00946534,29.3687089,بنيد القار-قطعة 1-شارع بور سعيد-قسيمة 235-برج المسيلة,فاطمة عبدالله علي الحجي,,
قطينة,384,94054973,48.03054644,29.35086365,الشعب-قطعة 8-قسيمة 7-الطابق الارضس-المحل الوحيد,هديل حمد جابر المرى,,
الراية جلوبال,385,19872167,48.08082927,29.25741836,ضاحية صباح السالم-قطعة 1-قسيمة 398-الدور الأرضي -محل رقم 5,يوسف احمد سعود الخميس,,
القرين,386,19752747,48.06232933,29.3287445,السالمية-قطعة 10-قسيمة 19624-شارع عيسى القطامي-الدور الأرضي,عبدالعزيز سعود ناصر الحميدان,,
جاد,387,18242286,48.01207071,29.33752895,حولي-قطعة 2-قسيمة 187-الدور الأرضي-محل رقم 350,أسماء سليمان عبدالعزيز المحطب,,
الريان,388,17439079,47.66672418,29.35157197,الجهراء-قطعة 3-شارع 90-جادة 2-عقار 6062,افراح سيف عيد بن عميره,,
ميريلاند,389,18507854,48.02578997,29.32919952,حولي-قطعة 7-شارع شرحبيل-قسيمة 9309-الدور الأرضي-المحل الوحيد,زينه باقر احمد بوخمسين,,
دار الطب,390,19652447,48.08412238,29.24854086,صباح السالم-قطعة 2-قسيمة 67-المحل رقم 1,احمد علي الكندري,,
امجاد المنقف,391,16070038,48.12624813,29.10678874,المنقف-قطعة 4-قسيمة 5368-الدور الأرضي-المحل رقم 1,نوف خالد ناصر الشهري الرشيدي,,
سما دار البراء,392,10906623,48.02766034,29.33973975,حولي-قطعة6-شارع بيروت-قسيمة 80010-محل رقم 985-سندرة داخل الصيدلية,ليلي هاشم عبدالله هاشم العلى,,
عافية العالمية,393,16872428,47.67339811,29.34196943,الجهراء-قطعة 4-شارع 3-جادة9-قسيمة 91106-الدور الأرضي-المحل الوحيد,عذبي عباس سالم العنزي,,
سما الكويت,394,19907411,47.95955746,29.27600373,الفروانية-قطعة 16-شارع114-قسيمة1-الدور الأرضي-المحل الوحيد,وسمية سعد فهاد العجمي,,
حور,395,20254067,48.08699159,29.34314085,السالمية-قطعة2-قسيمة 8225-شارع يوسف بن حمود-الدور الأرضي-المحل الوحيد,حنان عبدالله محمد عبدالكريم,,
فارما فاميلي,396,14675674,48.07871451,29.28719826,سلوى-قطعة 10-شارع 10-قسيمة 378-محل رقم 6-الدور الأرضي,منى حادي علي الشريفي,,
دوك كير,397,21048919,48.08998447,29.3477394,السالمية-قطعة02-قسيمة007141-الدور الأرضي ,حامد يوسف راشد المسيلم,,
تعافي هيلث,398,10719385,48.00543286,29.33804049,حولي-قطعة 01-قسيمة014703-شارع قتيبة بن مسلم-الدور الأرضي -المحل الوحيد,مي إسماعيل عبدالعال احمد علي,,
ترست,399,21323693,47.9554125,29.28807169,الفروانية-قطعة1-شارع فلاح النون-قسيمة69218,فهد محمد عبدالله الهاملي,,
برايم,400,20367192,48.00871025,29.36902791,بنيد  القار-قطعة 1-شارع بور سعيد -الدور الأرضي,مريم سعود صاهود المطيري,,
البنان,401,17199618,48.01342825,29.335235,حولي-قطعة 197-قسيمة 27-شارع موسي بن النصير,دلال عبدالله احمد الأحمد,,
الفحيحيل,402,13726505,48.13286502,29.07830035,الفحيحيل-قطعة 72+87-مبنى رقم 1+2-محل رقم 5,حمدان عبدالعزيز حمدان الحمدان,,
الرحمة,403,14802389,48.13483488,29.09262641,المنقف-قطعة 57-شارع الاحمدي-مبنى 62-الطابق الأرضي الوحيد,وفاء هجيج حمود العنزي,,
الشروق,404,13493393,48.12042781,29.13689617,أبو حليفة-قطعة 2-شارع 5-قسيمة 6-الدور الأرضي-المحل الوحيد,شيخة حامد سيد عنبر الرفاعي,,
ريانة الكويت,405,15385273,48.13677695,29.09274569,المنقف-قطعة 4-شارع عوض محمد الخضير -قسيمة 70-الدور الأرضي-المحل الوحيد,شريفه سليمان عبدالعزيز العمر,,
دار البراء,406,16862633,48.01429764,29.32237855,الجابرية-قطعة1أ-شارع 1-قسيمة 175-مخزن تابع للصيدلية بناية 175,نوره عبدالرزاق محمود المحمود,,
كير كلوفر,407,20129303,48.03876256,29.34116913,السالمية-قطعة 11-شارع حمد الناصر-قسيمة 001101-الدور الأرضي-المحل الوحيد,أنوار صالح عبدالله الموسوي,,
بوفارديا,408,20371028,48.09341561,29.34202522,السالمية -قطعة 3-شارع سعيد بن المسيب-قسيمة009110,محمد كاظم عباس شهاب,,
بايو كير,409,20944228,48.08713698,29.34594041,السالمية-قطعة 69-شارع سالم المبارك-مبني 21,عبداللطيف بدر عبيد السعيدي,,
شركة الخطوط الجوية الكويتية,410,20787058,47.96870275,29.25571646,المطار-قطعة 1-قسيمة 900025,شركة الخطوط الجوية الكويتية ,,
دار الشفاء,411,16257564,48.03674136,29.34269569,ميدان حولي-شارع واصل بن عطاء-قطعة 9-عقار رقم 8-,محمد جراغ عباس الحداد,,
دراغستور,412,18532101,48.05565309,29.33470506,السالمية-شارع عمان -قطعة 9-قسيمة 915-الدور الأرضي-المحل الوحيد,ورثة/محمد سعد محمد النخلان/ياسر محمد سعد النخلان,,
دريم,413,15976022,48.08067755,29.328596,السالمية-شارع قطر-محل رقم 10+11+12,ماجدة زكي جبرائيل حنين,,
دكتور كيو,414,92737033,48.1370795,29.09335612,المنقف-قطعة 4-الطريق الساحلي-قسمة 5706-مقابل نادي الفحيحيل البحري,يوسف بدر احمد الهندي,,
جوهرة السالمية,415,17017183,48.05692062,29.33723029,السالمية-قطعة 7-شارع بغداد قسيمة 7--الدور الأرضي-المحل الوحيد,زهره علي محمد المهنا,,
جلوبل كير,416,19592472,48.00896942,29.36898925,بنيد القار-قطعة 1-مبنى رقمك 128-شارع بو سعيد -الدور الأرضي,عمر عبدالله سيد محمد السيد عمر,,
الصفا,417,11657104,48.05141644,29.33067617,السالمية-قطعة 236-شارع سعد العازمي-مبنى 27-الدور الأرضي,ورثة المرحوم عبدالله محمود اسد/باسل عبدالله الأسد,,
الفجر,418,12239529,47.97481726,29.29019742,خيطان القديمة-قطعة 24-شارع ابن الزهير-مبنى 3-محل رقم 10+11,بشاير جاسم محمد الزيد,,
الفا بيتا,419,17810667,48.05149428,29.33345491,السالمية-قطعة 11-شارع عبدالله الفضالة-قسيمة 25-الدور الأرضي,منى عبدالحسين عبدالرضا محمد عوض,,
المدينة العالمية,420,10116197,47.97807773,29.36842106,المرقاب-قطعة 1-قسيمة 0000ب3-شارع عبدالعزيز حمد الصقر-الدور الأرضي,فوزية ذايب غازي العتيبي,,
العهود,421,93313347,47.67424737,29.34280017,الجهراء-قطعة 91-قسيمة 49 ,عهود محمد عبدالرحمن السويلم,,
علاجي,422,20644452,47.74497318,29.34773102,مدينة جابر الأحمد-قطعة 5-قسيمة 90001-جمعية جابر الأحمد التعاونية,دلال خالد الجميعان,,
علاجي ىالمباركية(اغلاق نهائي),423,18173129,47.97503856,29.37597768,القبلة-قطعة 5-شارع عمان-قسيمة 1-الدور الأرضي-محل رقم 94+96+97,ريم محمد سعود الدخيل,,
غصون الخليج,424,16006888,47.66871778,29.35350762,الجهراء-قطعة 3-قسيمة 9029-شارع 3-جادة,عبدالله عبدالعزيز خلف كرم,,
فارما روز(اغلاق نهائي),425,93423343,48.09695303,29.17306996,العقيلة-قطعة 5-قسيمة 86-وحده 17-مجمع اوتاد,فاطمة سالم ثعيل العتيبي,,
قطينة-مبارك الكبير,426,20024456,48.03054644,29.35086365,صباح السالم-قطعة 1-قسيمة 000390-شارع 101-الدور الأرضي-المحل الوحيد,عبدالله محمد عبدالله ذياب,,
فارمستكل,427,17558297,48.00596953,29.33840749,حولي-قطعة 01-قسيمة 014619-شارع ابن خلدون-الدور الأرضي-,شاهين عادل خلف القريني,,
كلوفر,428,93404855,48.01524226,29.32250336,الجابرية-قطعة 1أ-قسيمة 198-الدور الأرضي-المحل الوحيد,مها مفرح ضيدان الشمري,الاسم في المعلومات المدنية صيدلية التركي,
سويت لوريال(اغلاق نهائي),429,20074007,48.01543036,29.32626374,حولي-قطعة 11-قسيمة 13102-الدور الأرضي-المحل الوحيد,عيد جميعان مهدي المطيري,,
سلطان المركزية,430,90897447,48.1230536,29.13199584,أبو حليفة-قطعة 2-شارع الرازي-قسيمة 12-الدور الأرضي-المحل الوحيد,أنور سلطان العيسى,الاسم غير موجود في المعلومات المدنية,
سوبر مترو,431,94431118,48.06318935,29.32237698,السالمية-قطعة 10-شارع 10-جاده 2-قسيمة 20951-الدور الأرضي,عبدالعزيز جواد علوان اكروف,,
سمارت كير,432,20671805,48.08893001,29.3289009,شارع البحرين -قطعة 6,غنيمة ثابت إبراهيم الهارون,,
سكستي ديقرى,433,21154586,48.01406642,29.32227649,الجابرية-قطعة 10-قسيمة 176-الدور الأرضي-المحل الوحيد,وفاء جليل احمد حيدر,,
سدرة الكويت,434,18426034,48.01227907,29.32858737,حولي-قطعة 11-قسيمة 11514-شارع 164-الدور الأرضي-المحل الوحيد,ايمان علي فليح المطيري,,
كريم,435,19595884,48.12251385,29.15025191,المهبولة-قطعة 2-قسيمة 5230-شارع 233,يوسف محمد احمد اللنقاوي,,
ميس(مينامين سابقا),436,19025099,48.09385688,29.17431833,الاحمدي-العقيلة-قطعة 005-قسيمة 00043-مجمع الدره,ميساء هشام راشد الشرف,,
منار الايمان,437,13736105,48.13412631,29.07811723,الفحيحيل-قطعة 7-قسيمة 8303-الدور الأرضي-محل رقم واحد-يوجد مخزن للصيدلية+سندرة,منى عبدالعزيز إبراهيم الراشد,,
ماي مترو,438,21444823,48.13058702,29.09088392,الفحيحيل-قطعة10-شارع مكة-قسيمة 516-الدور الأرضي,مشاعل يعقوب يوسف المهنا,,
هلا سوبر سبيشلتي,439,17544418,48.01052076,29.33183976,حولي-قطعة 11-قسيمة 010456-شارع 152-الدور الأرضي-المحل الوحيد,فاطمة علي حسين دشتي,,
نوران الألماني,440,21573246,47.92677735,29.25621433,جليب الشيوخ-قطعة 4-شارع خالد عقاب الاشهب-مبنى 2438,تمارة عبدالحسين غلوم محمد,,
وي كير ديرة,441,16809584,48.04538598,29.33261577,السالمية-قطعة 11-قسيمة 005214-شارع عبدالله الفضالة-الدور الأرضي-المحل الوحيد,حصة يوسف العبيد,,
الجود,442,20039391,47.95464943,29.28755197,الفروانية-قطعة 2-قسيمة71أ172-شارع ناصر فلاح النون-الدور الأرضي,ليلى صالح  عبدالله سيدو,,
استر,443,16197282,47.96696529,29.27297814,الفروانية-قطعة3-شارع108-قسيمة 5826-شركة الخير العقارية,بدرية عبدالله غلوم بن حسن,,
الشرق الجديد,444,19061436,47.95975823,29.27564666,الفروانية-قطعة4-قسيمة 1603-المجل الأرضي,جمال محمد عصمان الشمري,,
السور,445,20009387,47.99246346,29.37023899,المرقاب -قطعة 03-قسيمة 0000ا2-شارع السور-الدور الأرضي-رقم37,فاطمة الزهراء-عدنان سيد عبدالصمد سيد,,
ماى سكن,446,93745123,48.05964381,29.32028362,السالمية-قطعة 12-شارع أبو ذر الغفاري-قسيمة 27118,ص.حنان فاروق حسين الزنكي,,
قاسم_تحول اسمها دار الشفاء الجهراء),447,91227365,47.66649514,29.35320993,الجهراء-قطعة 03-قسيمة 004536-شارع 4,ص/صالح عبدالرضا عبدالله قاسم,الاسم في المعلومات المدنية شفاء الجهراء,
ام سي,448,20914803,47.91140913,29.30764744,الرقعي-قطعة2-المبنى 117-,ص/نورة صغير خزيم العنزي,,
نبض,449,19613501,48.00773253,29.33449075,حولي-قطعة 1-شارع قتيبة بن مسلم-قسيمة016313,ص/شيرين محمد سمير مصطفي أبو نجم,,
مونتريال,450,20596825,47.96698672,29.27620591,الفروانية-قطعة 003-قسيمة005837-شارع 108,ص/حمد جاسم محمد الصايغ,,
الافنيو هيلث,451,18970136,47.94274278,29.30839128,الرى-قطعة1-قسيمة386-شارع سعد جديع الشتان,فاديا بديع الطحان,,
اور مترو,452,21446394,47.97421087,29.29047889,خيطان-قطعة07-قسيمة 000022-الدور الأرضي,ص/اسراء عبدالله احمد البلوشي,,
الشرق العالمية,453,12246518,47.9727446,29.29246868,خيطان-قطعة09-شارع مسقط-الدور الأرضي,قدرية عبدالله محمد هادي العوضي,,
سبيريت الساحل,454,90965585,48.13086683,29.09147635,الفحيحيل -قطعة 10-قسيمة 000501-شارع عوض محمد الخضير,ايمان يونس حميد العنزي,,
الاحمدي(تم غلقها),455,90907545,48.136939,29.10024903,المنقف-مركز الكوت الطبي-شارع البحرين-قطعة 4-قسيمة 89,بدر سلطان بن عيسى,,
الأبراج,456,20686169,48.11693764,29.14043025,المهبولة-قطعة1-قسيمة220-الطابق الأرضي-محل رقم 5,خلود سعد مبارك المطيري,,
صدف,457,13771883,48.13230183,29.08592592,الفحيحيل -قطعة (42/22)-قسيمة (9/8)-الطابق الأرضي-المحل الوحيد,ورثة/مبارك حشان نايف الحشان,,
المشاهير,458,95648239,47.98066632,29.37023716,المرقاب-قطعة 2-قسيمة 49-شارع عبدالعزيز حمد الصقر,ص/هيا نعيم أبو شنب,,
حولي اليرموك,459,16832565,48.0214754,29.33352506,حولي-قطعة 9-شارع محمد علي الدخان-قسيمة 7712,ص/سميحه يوسف عبدالعزيز الفليج,,
ايدول,460,20912402,48.02561737,29.3562929,الشعب-قطعة 8-قسيمة 98-شارع 81,ص/فرح عبدالحميد حسين ىصادق,,
الدوسري فارما,461,18092433,48.02522957,29.32748142,حولي-قطعة 9-قسيمة 009451-شارع 242,ص/منى خلف تركى الدوسرس,,
الشعب البحري,462,16234952,48.02536866,29.35409179,الشعب البحري-قطعة 8-شارع الشعب البحري-قسيمة 26,ص/منتهي فوزان ناصر العنجري,,
طارق الحديث,463,14733432,48.02756326,29.35467043,الشعب -قطعة 8-قسيمة 49-الدور الأرضي,ص/عتاب خلف احمد قطب الدين,,
رويال فكتوريا,464,21097315,48.08396732,29.26366102,صباح السالم-قطعة 1-شارع 101,ص/ايمان امير سالم بن سالم,,
التركي الدولي,465,18809166,48.01524226,29.32250336,الجابرية-قطعة 1ا0-قسيمة 00198-شارع 1,ص/أنور عبدالحميد تركي التركي,,
البراحه,466,11267886,48.07676282,29.33290316,السالمية-قطعة 5-قسيمة 017515-شارع قطر -الدور الأرضي,ص/منى حسين جواد الفيلي,,
الحكمه,467,21440339,48.04897067,29.33756189,السالمية-قطعة 11-شارع 3-جادة 10,ص/حسن محمد كرم محمد علي,,
الحريه,468,16789173,48.08656811,29.34346227,السالمية-قطعة 79-شارع يوسف بن حمود -محل رقم 8,ص/عفاف عبدالله سيف الوسمي,,
الصفاة الأمريكي,469,17760903,48.04348835,29.33236549,السالمية-قطعة 53-قسيمة 18-الدور الأرضي,ص.خالد سعود سالم العازمي,,
الصياد,470,94362386,48.08766678,29.32927738,السالمية-قطعة 152-شارع البحرين,ص/ايمان علي عبدالله الصياد,,
الكواكبي العالمية,471,90235427,48.08821919,29.34415599,السالمية-قطعة 2-قسيمة 007817-شارع يوسف بن حمد,ص/حيدر علي اكبر مخصيد,,
دانة العيسى,472,16198859,48.12246183,29.14208221,المهبلوة-قطعة 3-شارع 319-قسيمة 7194,ص/جمال حبيب السيد العلوي,,
السور الساحلي,473,18091828,48.12848123,29.14331013,المهبولة-قطعة 6-قسيمة 2-الدور الأرضي,ص/الشيماء يعقوب يوسف الشطي,,
برلين,474,20356776,48.11389162,29.14632439,المهبولة-قطعة 1-قسيمة 01ا143-شارع 119,ص/مبارك محمد مسفر العجمي,,
الحافظ الوطني,475,20335625,48.11405467,29.14822661,المهبولة-قطعة 1-شارع 119-الدور الأرضي,ص/محمد عبدالصمد علي وحيد,,
المتكاملة,476,20254294,48.13786835,29.07935317,الفحيحيل-قطعة 80+81+82-قسيمة 19,ص/مشاري علي عبداللطيف الدويسان,,
فيلا المهبولة,477,21104642,48.1243714,29.14982743,المهبولة-قطعة2-شارع 222-قسيمة 4103,ص/أنور حسن نايف الرميض,,
سوق الكوت,478,21034568,48.14163934,29.08098288,الفحيحيل-قطعة 14-شارع سالم صباح السالم الصباح,ص/زهراء فاضل أكبر لاري,,
نيو ريان كلينك,479,20553438,48.12914464,29.09672564,المنقف-قطعة 4-قسيمة 005527-شارع 20,ص/عنيزي محمد صالح العنيزي,,
العمرية,480,17210389,47.95886257,29.28907955,الفروانية-قطعة 63-قسيمة 164-الدور الأرضي,ص/صالح محمد حمد السعدان,,
انترناشونال كولتي,481,18945395,48.05411215,29.33524298,الفروانية-قطعة 58-قسيمة 18ا-الطابق الأرضي,الشركة المتحدة للأدوية,,
الكويت الحديثة,482,11444715,48.06325122,29.32754578,السالمية-قطعة 10-قسيمة 019618-شارع عيسى القطامي-جادة 18,ص/ساره طلال عبدالله المليحان,,
الناس,483,14600162,48.06940939,29.33901327,السالمية-قطعة 7-شارع سالم المبارك -مجمع دانا سنتر,ص/غايه ناصر عيسى السعد,,
روش,484,18160483,48.05973124,29.33620503,السالمية-قطعة 12-قسيمة 12-شارع سيد ياسين,ص/عيسى جاسم الخليفة,,
المها,485,18711919,48.07286934,29.33505727,السالمية-قطعة 5-قسيمة 16948-الدور الأرضي,ص/بدور عبدالرؤوف السيد بيومي,,
اليمامه,486,15434987,48.0094883,29.34209845,حولي-قطعة 2-شارع زرقاء اليمامة-قسيمة021635,ص/منى خليفة ملا عيسى الجيران,,
كلير,487,21017354,48.06907784,29.34071581,السالمية-قطعة 7-شارع59-قسيمة 2662,ص/فاطمة محمد محمود الرحماني,,
ميلانو,488,16809322,48.04577805,29.33266946,السالمية-قطعة11-قسيمة 005212-شارع عبدالله الفضالة,ص/نعيمةه علي محمد القبندي,,
لايف كير,489,19748377,48.04640414,29.33271466,السالمية-قطعة 11-قسيمة 3812-شارع عبدالله الفضالة,ص/عباس عبدالرزاق عباس صرخوه,,
الراية المتحدة,490,16848356,48.03055171,29.32994154,حولي-قطعة59-شارع 282-قسيمة 23,ص/جمال ناصر محمد العجمي,,
أبو فطيرة (الجميع),491,20602666,48.10150036,29.19704256,ضاحية أبو فطيرة-قطعة 2-قسيمة 9000010-جمعية أبو فطيرة,ص/بدرية خليل إبراهيم ,,
أم دي,492,95643411,48.08430355,29.25775611,صباح السالم-قطعة 1-قسيمة 000521-شارع 104-الدور الأرضي,ص/احمد علي محمد الهندي,,
ص.ج.السرة التعاونية,493,12088943,48.00300959,29.31395618,السرة-قطعة5-قسيمة 90003-شارع طارق بن زياد,جمعية السرة التعاونية,,
ص.ج. مشرف -فرع مبارك العبدالله,494,93825764,48.04438036,29.27319496,مبارك العبدالله -قطعة 6-قسيمة90007-شارع 4,جمعية مشرف التعاونية,,
ص.ج. النعيم,495,19002719,47.69930964,29.33624523,القصر-قطعة 03-قسيمة 900038-مبنى جمعية النعيم التعاونية,جمعية النعيم التعاونية,,
ص.ج.فهد الاحمدالتعاونية,496,17965044,48.10649478,29.13162542,ضاحية فهد الأحمد الصباح -قطعة 01-شارع 101-قسيمة 90006,جمعية فهد الأحمد التعاونية,,
ص.ج.مبارك الكبير والقرين التعاونية,497,18610595,48.09524344,29.18664974,مبارك الكبير-قطعة 7-قسيمة 900023,ص/ناصر نادر حسين علي جعفر,,
ص.ج.الخالدية,498,15047565,47.96367942,29.32868765,الخالدية-قطعة 2-السوق المركزي,جمعية الخالدية التعاونية,,
ص.ج.كيفان,499,10505256,47.96291592,29.33952875,كيفان -قطعة 02-قسيمة 900004-شارع فهد براك الصبيح,جمعية كيفان التعاونية,,
ص.ج.عبدالله السالم والمنصورية,500,14679835,47.98011963,29.35261053,ضاحية عبدالله السالم-قطعة 03-قسيمة 900001,جمعية عبدالله السالم والمنصورية -فرع عبدالله السالم,,
ص.ج.قرطبة,501,18243529,47.98475475,29.31301606,قرطبة-قطعة 5-قسيمة 90012-محل رقم 11,ص/انتصار نصر الله النصر الله,,
ص.ج.مبارك الكبير والقرين التعاونية-قطعة 2,502,15704561,48.07718963,29.20305006,القرين-قطعة 2-شارع 205 -جمعية ةمبارك الكبير والقرين,ص/ليلى يعقوب يوسف العلي,,
ص.ج.المنقف,503,20234496,48.12536984,29.10446177,المنقف-قطعة 4-قسيمة 900032-شارع فهد هملان الهملان,ص/عمر إبراهيم عبدالواحد الفيلكاوي,,
ص.ج.مشرف -قطعة 4,504,15242643,48.06932334,29.28034597,مشرف -قطعة 4-قسيمة 900017-شارع عبدالعزيز احمد الححمد,جمعية مشرف التعاونية,,
ص.ج.الدعية,505,10458242,48.01331361,29.35754544,الدعية-قطعة04-قسيمة 900001-مركز الضاحية,جمعية الدعية التعاونية,,
ص.ج.السالمية,506,11276635,48.08025876,29.33852387,السالمية-قطعة 05-قسيمة 900023-شارع البحرين,جمعية السالمية التعاونية,,
ص.ج.الاندلس والرقعي-فرع الاندلس,507,18995448,47.90094116,29.30157799,الاندلس-قطعة11-قسيمة900006-شارع 101,جمعية الاندلس والرقعي والتعاونية,,
ص.ج.العارضية,508,13187054,47.89640188,29.2818227,العارضية-قطعة 09-قسيمة 900004-شارع07,جمعية العارضية التعاونية,,
ص.ج.الصليبخات والدوحة,509,14125699,47.84644436,29.31468834,الصليبخات-قطعة05-قسيمة900003-شارع107,جمعية الصليبخات والدوحة التعاونية,,
ص.ج.الرحاب,510,14882868,47.9401049,29.28573377,الرحاب-قطعة 02-مركز الضاحية,جمعية الرحاب التعاونية,,
ص.ج.الصباحية,511,19698904,48.10656864,29.10692905,الصباحية-قطعة 05-قسيمة 9000015-الدور الارضس,جمعية الصباحية التعاونية,,
ص.ج.الدسمة وبنيد القار,512,10347374,47.99982036,29.3658366,الدسمة -قطعة 04-قسيمة 900010-شارع الامام الحسين  بن علي ابن ابى طالب,جمعية الدسمة وبنيد القار,,
ص.ج. القادسية,513,10429951,48.00373572,29.34974567,القادسية-قطعة 05-قسيمة 900001-شارع عبدالعزيز محمد الدعيج,جمعية القادسية التعاونية,,
ص.ج.صباح السالم,514,11966417,48.065138,29.24994176,صباح السالم-قطعة09-قسيمة 900043-شارع02,جمعية صباح السالم التاونية,,
ص.ج.بيان,515,19368024,48.04463628,29.30579057,بيان-قطعة 02-قسيمة 00012-شارع 13-الدور الأرضي,جمعية بيان التعاونية,,
ص.ج.النزهة,516,10486251,47.99197652,29.3417822,النزهه-قطعة 02-قسيمة90002-الدور الأرضي,جمعية النزهة التعاونية,,
ص.ج.الفحيحيل,517,19636121,48.12141478,29.08619604,الفحيحيل-قطعة 02-قسيمة 900015-شارع مطلق فهد العدواني-الدور الأرضي,جمعية الفحيحيل التعاونية,,
ص.ج.العدان والقصور-فرع العدان,518,14873937,48.06471413,29.2359296,العدان-قطعة 03-قسيمة 900021-شارع 20 ,جمعية العدان والقصور,,
ص.ج.الروضة,519,19888679,47.99848173,29.32952874,الروضة-قطعة 02-قسيمة 9000014-شارع عيسى عبداللطيف العبدالجليل,جمعية الروضة التعاونية,,
ص.ج. الشعب,520,11108885,48.02149192,29.35080724,الشعب-قطعة3-سوق جمعية الشعب وميدان حولي,جمعية الشعب التاونية,,
ص.ج.العديلية,521,10673954,47.98150841,29.32910292,العديلية-قطعة 4-شارع سلطان الكليب-قسيمة 900009,جمعية العديلية التعاونية,,
ص.ج.ضاحية صباح الناصر,522,14903454,47.88261031,29.27310951,ضاحية صباح الناصر-قطعة 01-قسيمة 900016-الشارع الرئيسي,جمعية صباح الناصر التعاونية,,
ص.ج. سلوي,523,90348966,48.07743276,29.29667954,سلوي-قطعة 05-شارع المخفر-الدور الأرضي,جمعية سلوى التعاونية,,
ص.ج.ضاحية الظهر,524,14982922,48.06418414,29.16847839,الظهر-قطعة 01-قسيمة 900021-طريق 20-الدور الأرضي,جمعية ضاحية الظهر التعاونية,,
ص.ج.الرقة,525,13325031,48.10118246,29.14332775,الرقة-قطعة 05-قسيمة900002-شارع05-السوق المركزي,جمعية الرقة التعاونية,,
ص.ج.اليرموك,526,92792796,47.96889253,29.30923588,اليرموك-قطعة03-قسيمة 900020-شارع عبدالعزيز بن عبدالله بن باز,جمعية اليرموك التعاونية,بحسب المعلومات المدنية يوجد عدد 2 صيدلية في الجمعية,
ص.ج.الشامية,527,16324229,47.96668419,29.35574672,الشامية -قطعة10-قسيمة 90001-شارع ابن منظور,جمعية الشامية والشويخ التعاونية,,
